	bgc_id	bgcflow_GCF_id
54	CP126099.1.region005	bgcflow_GCF_1
55	CP126089.1.region003	bgcflow_GCF_1
56	CP126094.1.region005	bgcflow_GCF_1
57	CP128152.1.region004	bgcflow_GCF_1
58	JAUCFM010000004.1.region007	bgcflow_GCF_1
59	JAVIVZ010000001.1.region004	bgcflow_GCF_1
60	BGC0001095	bgcflow_GCF_1
61	CP126098.1.region003	bgcflow_GCF_1
62	JAUCFN010000002.1.region005	bgcflow_GCF_1
63	JAUCFG010000002.1.region005	bgcflow_GCF_1
64	JAUCEO010000003.1.region005	bgcflow_GCF_1
65	CP126093.1.region001	bgcflow_GCF_1
66	JASNQX010000006.1.region006	bgcflow_GCF_1
67	JAUCEQ010000002.1.region006	bgcflow_GCF_1
68	CP126515.1.region005	bgcflow_GCF_1
69	CP128153.1.region003	bgcflow_GCF_1
70	CP126104.1.region007	bgcflow_GCF_1
71	CP126085.1.region003	bgcflow_GCF_1
72	CP128114.1.region005	bgcflow_GCF_1
73	CP126520.1.region005	bgcflow_GCF_1
74	JAUCFK010000007.1.region004	bgcflow_GCF_1
75	CP126530.1.region005	bgcflow_GCF_1
76	JAUCFA010000002.1.region005	bgcflow_GCF_1
77	JAUCEL010000001.1.region005	bgcflow_GCF_1
78	JAUCEX010000002.1.region006	bgcflow_GCF_1
79	CP126097.1.region004	bgcflow_GCF_1
80	CP128119.1.region006	bgcflow_GCF_1
81	JAUCFV010000005.1.region001	bgcflow_GCF_1
82	CP126105.1.region007	bgcflow_GCF_1
83	CP128149.1.region006	bgcflow_GCF_1
84	CP126101.1.region001	bgcflow_GCF_1
85	CP128118.1.region003	bgcflow_GCF_1
86	CP128129.1.region005	bgcflow_GCF_1
87	CP128168.1.region005	bgcflow_GCF_1
88	CP126115.1.region001	bgcflow_GCF_1
89	JAUCFU010000008.1.region003	bgcflow_GCF_1
90	JAVIVR010000002.1.region006	bgcflow_GCF_1
91	JAUCFB010000001.1.region005	bgcflow_GCF_1
92	CP126106.1.region004	bgcflow_GCF_1
93	CP126524.1.region005	bgcflow_GCF_1
94	CP126688.1.region006	bgcflow_GCF_1
95	CP126096.1.region005	bgcflow_GCF_1
96	CP128109.1.region003	bgcflow_GCF_2
97	JAUCEU010000007.1.region004	bgcflow_GCF_2
98	JAUCEO010000003.1.region006	bgcflow_GCF_2
99	CP126521.1.region008	bgcflow_GCF_2
100	CP126093.1.region004	bgcflow_GCF_2
101	JAUCFY010000002.1.region003	bgcflow_GCF_2
102	JAUCFF010000009.1.region008	bgcflow_GCF_2
103	JAVIVU010000001.1.region005	bgcflow_GCF_2
104	JAUCEO010000003.1.region007	bgcflow_GCF_2
105	CP126521.1.region007	bgcflow_GCF_2
106	BGC0000607	bgcflow_GCF_2
107	CP126094.1.region007	bgcflow_GCF_2
108	JAVIVR010000001.1.region002	bgcflow_GCF_2
109	JAUCEX010000002.1.region004	bgcflow_GCF_2
110	CP128114.1.region003	bgcflow_GCF_2
111	CP126530.1.region007	bgcflow_GCF_2
112	CP128183.1.region007	bgcflow_GCF_2
113	CP126087.1.region004	bgcflow_GCF_2
114	CP128114.1.region006	bgcflow_GCF_2
115	CP126087.1.region008	bgcflow_GCF_2
116	JAVIVR010000002.1.region005	bgcflow_GCF_2
117	CP126081.1.region007	bgcflow_GCF_2
118	JAVIWA010000059.1.region003	bgcflow_GCF_2
119	CP126086.1.region003	bgcflow_GCF_2
120	BGC0001847	bgcflow_GCF_2
121	JAUCFV010000005.1.region011	bgcflow_GCF_2
122	JAUCEX010000002.1.region007	bgcflow_GCF_2
123	CP126087.1.region007	bgcflow_GCF_2
124	JAVIVR010000002.1.region004	bgcflow_GCF_2
125	CP128116.1.region007	bgcflow_GCF_2
126	CP126090.1.region007	bgcflow_GCF_2
127	CP126096.1.region006	bgcflow_GCF_2
128	JAUCEQ010000002.1.region008	bgcflow_GCF_2
129	CP128114.1.region007	bgcflow_GCF_2
130	JAUCFV010000005.1.region002	bgcflow_GCF_2
131	JAUCET010000002.1.region008	bgcflow_GCF_2
132	CP126082.1.region007	bgcflow_GCF_2
133	CP126090.1.region004	bgcflow_GCF_2
134	CP126100.1.region007	bgcflow_GCF_2
135	BGC0002432	bgcflow_GCF_2
136	CP126115.1.region005	bgcflow_GCF_2
137	JAUCFV010000005.1.region003	bgcflow_GCF_2
138	CP126081.1.region008	bgcflow_GCF_2
139	JAUCFD010000009.1.region006	bgcflow_GCF_2
140	CP126097.1.region006	bgcflow_GCF_2
141	CP126096.1.region007	bgcflow_GCF_2
142	CP128109.1.region006	bgcflow_GCF_2
143	JAUCER010000002.1.region004	bgcflow_GCF_2
144	CP128109.1.region007	bgcflow_GCF_2
145	JAUCFE010000008.1.region005	bgcflow_GCF_2
146	CP126083.1.region007	bgcflow_GCF_2
147	CP126086.1.region006	bgcflow_GCF_2
148	JAUCEO010000003.1.region003	bgcflow_GCF_2
149	CP126090.1.region008	bgcflow_GCF_2
150	CP126521.1.region004	bgcflow_GCF_2
151	CP126109.1.region003	bgcflow_GCF_2
152	CP126096.1.region003	bgcflow_GCF_2
153	JAUCFC010000003.1.region008	bgcflow_GCF_2
154	CP126081.1.region003	bgcflow_GCF_2
155	CP126091.1.region007	bgcflow_GCF_2
156	CP126086.1.region007	bgcflow_GCF_2
157	JAUCFN010000002.1.region004	bgcflow_GCF_3
158	JAUCEQ010000002.1.region010	bgcflow_GCF_3
159	CP128183.1.region008	bgcflow_GCF_3
160	JAVIVX010000001.1.region003	bgcflow_GCF_3
161	CP126590.1.region004	bgcflow_GCF_3
162	CP128119.1.region004	bgcflow_GCF_3
163	CP126082.1.region008	bgcflow_GCF_3
164	CP128107.1.region003	bgcflow_GCF_3
165	CP126084.1.region005	bgcflow_GCF_3
166	JAUCET010000002.1.region010	bgcflow_GCF_3
167	CP126099.1.region004	bgcflow_GCF_3
168	JAUCFF010000009.1.region009	bgcflow_GCF_3
169	CP126105.1.region011	bgcflow_GCF_3
170	CP128129.1.region004	bgcflow_GCF_3
171	JAUCFA010000002.1.region003	bgcflow_GCF_3
172	JAUCFL010000007.1.region013	bgcflow_GCF_3
173	JAUCFX010000005.1.region013	bgcflow_GCF_3
174	JAUKNS010000004.1.region004	bgcflow_GCF_3
175	JAVIVN010000001.1.region006	bgcflow_GCF_3
176	CP128166.1.region008	bgcflow_GCF_3
177	CP126525.1.region004	bgcflow_GCF_3
178	CP126094.1.region008	bgcflow_GCF_3
179	JAVIVQ010000001.1.region007	bgcflow_GCF_3
180	JAUCFM010000004.1.region011	bgcflow_GCF_3
181	JAUCFE010000008.1.region004	bgcflow_GCF_3
182	CP126524.1.region004	bgcflow_GCF_3
183	CP126104.1.region012	bgcflow_GCF_3
184	CP126083.1.region008	bgcflow_GCF_3
185	CP126688.1.region004	bgcflow_GCF_3
186	CP126097.1.region007	bgcflow_GCF_3
187	JAVIVU010000001.1.region006	bgcflow_GCF_3
188	JAVIVV010000002.1.region007	bgcflow_GCF_3
189	JAUCFC010000003.1.region009	bgcflow_GCF_3
190	CP126515.1.region003	bgcflow_GCF_3
191	CP128112.1.region004	bgcflow_GCF_3
192	BGC0000309	bgcflow_GCF_3
193	JASNQX010000006.1.region002	bgcflow_GCF_3
194	CP127194.1.region005	bgcflow_GCF_3
195	CP128152.1.region003	bgcflow_GCF_3
196	CP126100.1.region008	bgcflow_GCF_3
197	JAUCEM010000006.1.region007	bgcflow_GCF_3
198	CP126530.1.region008	bgcflow_GCF_3
199	JAVIVO010000016.1.region002	bgcflow_GCF_3
200	CP126520.1.region004	bgcflow_GCF_3
201	CP128137.1.region004	bgcflow_GCF_3
202	JAUCFB010000001.1.region003	bgcflow_GCF_3
203	CP128149.1.region004	bgcflow_GCF_3
204	JAVIVY010000003.1.region003	bgcflow_GCF_3
205	CP128116.1.region008	bgcflow_GCF_3
206	CP128119.1.region010	bgcflow_GCF_4
207	JAUCFH010000001.1.region008	bgcflow_GCF_4
208	CP128137.1.region011	bgcflow_GCF_4
209	CP126106.1.region008	bgcflow_GCF_4
210	JAUCFS010000005.1.region008	bgcflow_GCF_4
211	CP126525.1.region010	bgcflow_GCF_4
212	JAUCFI010000003.1.region005	bgcflow_GCF_4
213	JAUCFR010000004.1.region007	bgcflow_GCF_4
214	JAUCFL010000007.1.region008	bgcflow_GCF_4
215	JAUCFA010000002.1.region008	bgcflow_GCF_4
216	CP126080.1.region001	bgcflow_GCF_4
217	CP128153.1.region008	bgcflow_GCF_4
218	CP128166.1.region003	bgcflow_GCF_4
219	CP126112.1.region005	bgcflow_GCF_4
220	CP126092.1.region006	bgcflow_GCF_4
221	JAUCEZ010000009.1.region004	bgcflow_GCF_4
222	JAVIVZ010000001.1.region001	bgcflow_GCF_4
223	JAUCFG010000002.1.region008	bgcflow_GCF_4
224	BGC0001356	bgcflow_GCF_4
225	JAUCFW010000001.1.region001	bgcflow_GCF_4
226	JAUCFB010000001.1.region008	bgcflow_GCF_4
227	CP128107.1.region008	bgcflow_GCF_4
228	JAUCFQ010000001.1.region005	bgcflow_GCF_4
229	CP128129.1.region011	bgcflow_GCF_4
230	JAUKNS010000002.1.region004	bgcflow_GCF_4
231	JAUCFT010000008.1.region008	bgcflow_GCF_4
232	CP126114.1.region005	bgcflow_GCF_4
233	JAUCEY010000008.1.region004	bgcflow_GCF_4
234	CP126524.1.region010	bgcflow_GCF_4
235	CP128149.1.region012	bgcflow_GCF_4
236	JAUCFU010000008.1.region008	bgcflow_GCF_4
237	JAVIVX010000003.1.region001	bgcflow_GCF_4
238	CP126109.1.region007	bgcflow_GCF_4
239	JAVIVY010000002.1.region001	bgcflow_GCF_4
240	CP126098.1.region006	bgcflow_GCF_4
241	CP127376.1.region008	bgcflow_GCF_4
242	JAUCEV010000008.1.region006	bgcflow_GCF_4
243	CP126085.1.region006	bgcflow_GCF_4
244	JAUCFO010000001.1.region007	bgcflow_GCF_4
245	CP128112.1.region010	bgcflow_GCF_4
246	CP126111.1.region008	bgcflow_GCF_4
247	JAVIVP010000001.1.region002	bgcflow_GCF_4
248	JAUCEW010000003.1.region006	bgcflow_GCF_4
249	CP126108.1.region006	bgcflow_GCF_4
250	CP126114.1.region006	bgcflow_GCF_4
251	JAVIVQ010000001.1.region001	bgcflow_GCF_4
252	CP128118.1.region006	bgcflow_GCF_4
253	CP126520.1.region010	bgcflow_GCF_4
254	JAUCEZ010000009.1.region001	bgcflow_GCF_5
255	BGC0002683	bgcflow_GCF_5
256	CP126112.1.region008	bgcflow_GCF_5
257	CP126096.1.region004	bgcflow_GCF_5
258	JAUCFD010000009.1.region003	bgcflow_GCF_5
259	CP128109.1.region004	bgcflow_GCF_5
260	JAVIVT010000001.1.region001	bgcflow_GCF_5
261	JAVIVP010000029.1.region001	bgcflow_GCF_5
262	JAUCER010000002.1.region003	bgcflow_GCF_5
263	CP126090.1.region005	bgcflow_GCF_5
264	CP126109.1.region002	bgcflow_GCF_5
265	JAUCFO010000001.1.region001	bgcflow_GCF_5
266	JAUCEN010000002.1.region007	bgcflow_GCF_5
267	BGC0002633	bgcflow_GCF_5
268	CP126087.1.region005	bgcflow_GCF_5
269	JAVIWA010000001.1.region003	bgcflow_GCF_5
270	JAUCEO010000003.1.region004	bgcflow_GCF_5
271	CP126088.1.region004	bgcflow_GCF_5
272	JAUCEV010000008.1.region003	bgcflow_GCF_5
273	CP126089.1.region008	bgcflow_GCF_5
274	CP126521.1.region005	bgcflow_GCF_5
275	CP128168.1.region003	bgcflow_GCF_5
276	CP126093.1.region005	bgcflow_GCF_5
277	JAUCEY010000008.1.region001	bgcflow_GCF_5
278	JAUCFY010000002.1.region002	bgcflow_GCF_5
279	JAUCFQ010000001.1.region001	bgcflow_GCF_5
280	CP126092.1.region009	bgcflow_GCF_5
281	JAUCEW010000003.1.region009	bgcflow_GCF_5
282	CP126086.1.region004	bgcflow_GCF_5
283	CP126106.1.region012	bgcflow_GCF_5
284	JAUCFV010000005.1.region012	bgcflow_GCF_5
285	CP126091.1.region003	bgcflow_GCF_5
286	JAUCEX010000002.1.region005	bgcflow_GCF_5
287	JAUCEU010000007.1.region003	bgcflow_GCF_5
288	JAUCFI010000003.1.region008	bgcflow_GCF_5
289	CP128118.1.region009	bgcflow_GCF_5
290	JAVIVR010000001.1.region001	bgcflow_GCF_5
291	CP126081.1.region004	bgcflow_GCF_5
292	CP128114.1.region004	bgcflow_GCF_5
293	JAUCES010000005.1.region004	bgcflow_GCF_5
294	CP126098.1.region009	bgcflow_GCF_5
295	CP126085.1.region009	bgcflow_GCF_5
296	JAUCFB010000001.1.region007	bgcflow_GCF_6
297	JAUCFN010000002.1.region009	bgcflow_GCF_6
298	CP128119.1.region008	bgcflow_GCF_6
299	JAUCFH010000001.1.region007	bgcflow_GCF_6
300	JAUCFU010000008.1.region006	bgcflow_GCF_6
301	CP126525.1.region009	bgcflow_GCF_6
302	JAUCFT010000008.1.region006	bgcflow_GCF_6
303	CP128149.1.region010	bgcflow_GCF_6
304	CP126520.1.region009	bgcflow_GCF_6
305	CP126515.1.region007	bgcflow_GCF_6
306	CP127194.1.region011	bgcflow_GCF_6
307	CP128153.1.region006	bgcflow_GCF_6
308	CP126688.1.region010	bgcflow_GCF_6
309	CP126590.1.region010	bgcflow_GCF_6
310	JAUCEL010000001.1.region001	bgcflow_GCF_6
311	JAUCFU010000008.1.region001	bgcflow_GCF_6
312	JAVIVV010000002.1.region001	bgcflow_GCF_6
313	JAVIVQ010000001.1.region002	bgcflow_GCF_6
314	BGC0000916	bgcflow_GCF_6
315	CP128112.1.region009	bgcflow_GCF_6
316	CP128107.1.region007	bgcflow_GCF_6
317	CP126099.1.region009	bgcflow_GCF_6
318	CP128152.1.region008	bgcflow_GCF_6
319	JAVIVN010000001.1.region001	bgcflow_GCF_6
320	CP128166.1.region004	bgcflow_GCF_6
321	JAUCFA010000002.1.region007	bgcflow_GCF_6
322	JAUCFG010000002.1.region007	bgcflow_GCF_6
323	CP128137.1.region009	bgcflow_GCF_6
324	JAUCFW010000001.1.region002	bgcflow_GCF_6
325	CP128153.1.region001	bgcflow_GCF_6
326	CP128129.1.region009	bgcflow_GCF_6
327	JAVIVX010000001.1.region006	bgcflow_GCF_6
328	CP126524.1.region009	bgcflow_GCF_6
329	CP127376.1.region007	bgcflow_GCF_6
330	JAVIVZ010000001.1.region002	bgcflow_GCF_6
331	JAUCEM010000006.1.region002	bgcflow_GCF_6
332	JAVIVY010000003.1.region009	bgcflow_GCF_6
333	JAUCFS010000005.1.region007	bgcflow_GCF_6
334	CP128153.1.region002	bgcflow_GCF_7
335	CP128152.1.region002	bgcflow_GCF_7
336	JAUCFU010000008.1.region002	bgcflow_GCF_7
337	CP126525.1.region003	bgcflow_GCF_7
338	JAVIVY010000003.1.region002	bgcflow_GCF_7
339	BGC0000942	bgcflow_GCF_7
340	JAUCFS010000005.1.region003	bgcflow_GCF_7
341	JAVIVZ010000001.1.region006	bgcflow_GCF_7
342	JAVIVN010000001.1.region007	bgcflow_GCF_7
343	CP128137.1.region003	bgcflow_GCF_7
344	CP128119.1.region003	bgcflow_GCF_7
345	CP128149.1.region003	bgcflow_GCF_7
346	CP126108.1.region001	bgcflow_GCF_7
347	JAUCFH010000001.1.region003	bgcflow_GCF_7
348	CP126590.1.region003	bgcflow_GCF_7
349	JAUCFB010000001.1.region002	bgcflow_GCF_7
350	JAUCFN010000002.1.region003	bgcflow_GCF_7
351	JAUCEL010000001.1.region002	bgcflow_GCF_7
352	JAUCFG010000002.1.region003	bgcflow_GCF_7
353	JAUCFA010000002.1.region002	bgcflow_GCF_7
354	JAUCEM010000006.1.region006	bgcflow_GCF_7
355	CP128166.1.region001	bgcflow_GCF_7
356	JAUCFP010000006.1.region003	bgcflow_GCF_7
357	CP128112.1.region003	bgcflow_GCF_7
358	JAVIVQ010000001.1.region008	bgcflow_GCF_7
359	CP126102.1.region001	bgcflow_GCF_7
360	CP126688.1.region003	bgcflow_GCF_7
361	CP126524.1.region003	bgcflow_GCF_7
362	CP128129.1.region003	bgcflow_GCF_7
363	CP128107.1.region002	bgcflow_GCF_7
364	CP127376.1.region004	bgcflow_GCF_7
365	CP126099.1.region003	bgcflow_GCF_7
366	JAVIVV010000002.1.region008	bgcflow_GCF_7
367	CP127194.1.region004	bgcflow_GCF_7
368	JAUCFW010000007.1.region002	bgcflow_GCF_7
369	CP126515.1.region002	bgcflow_GCF_7
370	CP126520.1.region003	bgcflow_GCF_7
371	JAVIVV010000002.1.region009	bgcflow_GCF_8
372	JAUCFH010000001.1.region002	bgcflow_GCF_8
373	JAVIVQ010000001.1.region009	bgcflow_GCF_8
374	CP126520.1.region002	bgcflow_GCF_8
375	CP128149.1.region001	bgcflow_GCF_8
376	CP127376.1.region002	bgcflow_GCF_8
377	CP128166.1.region002	bgcflow_GCF_8
378	CP128137.1.region001	bgcflow_GCF_8
379	CP127194.1.region003	bgcflow_GCF_8
380	JAVIVX010000001.1.region001	bgcflow_GCF_8
381	JAUCFA010000002.1.region001	bgcflow_GCF_8
382	JAVIVY010000003.1.region001	bgcflow_GCF_8
383	BGC0000668	bgcflow_GCF_8
384	JAUCFB010000001.1.region001	bgcflow_GCF_8
385	CP126524.1.region002	bgcflow_GCF_8
386	JAUCFS010000005.1.region002	bgcflow_GCF_8
387	JAUCFW010000007.1.region001	bgcflow_GCF_8
388	CP126525.1.region002	bgcflow_GCF_8
389	CP128152.1.region001	bgcflow_GCF_8
390	JAVIVZ010000001.1.region007	bgcflow_GCF_8
391	JAUCEM010000006.1.region005	bgcflow_GCF_8
392	CP126590.1.region002	bgcflow_GCF_8
393	CP126515.1.region001	bgcflow_GCF_8
394	CP128107.1.region001	bgcflow_GCF_8
395	CP126099.1.region002	bgcflow_GCF_8
396	BGC0001595	bgcflow_GCF_8
397	JAVIVN010000015.1.region002	bgcflow_GCF_8
398	JAUCFN010000002.1.region002	bgcflow_GCF_8
399	CP128129.1.region001	bgcflow_GCF_8
400	JAUCFG010000002.1.region002	bgcflow_GCF_8
401	CP128119.1.region002	bgcflow_GCF_8
402	CP126688.1.region002	bgcflow_GCF_8
403	CP128112.1.region002	bgcflow_GCF_8
404	JASNQX010000006.1.region001	bgcflow_GCF_9
405	JAUCFC010000003.1.region012	bgcflow_GCF_9
406	CP126094.1.region012	bgcflow_GCF_9
407	BGC0000888	bgcflow_GCF_9
408	CP126105.1.region012	bgcflow_GCF_9
409	JAUCFV010000005.1.region006	bgcflow_GCF_9
410	CP128116.1.region010	bgcflow_GCF_9
411	JAUCFM010000004.1.region013	bgcflow_GCF_9
412	JAUCEX010000002.1.region009	bgcflow_GCF_9
413	CP126082.1.region012	bgcflow_GCF_9
414	JAUCFF010000009.1.region012	bgcflow_GCF_9
415	JAUCFX010000005.1.region012	bgcflow_GCF_9
416	JAUCET010000002.1.region013	bgcflow_GCF_9
417	CP126090.1.region011	bgcflow_GCF_9
418	CP126100.1.region010	bgcflow_GCF_9
419	CP126083.1.region012	bgcflow_GCF_9
420	CP128183.1.region012	bgcflow_GCF_9
421	CP126086.1.region010	bgcflow_GCF_9
422	JAUCEQ010000002.1.region013	bgcflow_GCF_9
423	CP126530.1.region010	bgcflow_GCF_9
424	BGC0001184	bgcflow_GCF_9
425	CP126521.1.region011	bgcflow_GCF_9
426	CP126081.1.region011	bgcflow_GCF_9
427	CP126087.1.region011	bgcflow_GCF_9
428	JAVIVO010000016.1.region001	bgcflow_GCF_9
429	CP126104.1.region013	bgcflow_GCF_9
430	JAUCFE010000008.1.region001	bgcflow_GCF_9
431	CP126097.1.region010	bgcflow_GCF_9
432	JAVIVU010000001.1.region009	bgcflow_GCF_9
433	JAVIVN010000001.1.region003	bgcflow_GCF_10
434	CP126590.1.region008	bgcflow_GCF_10
435	CP128166.1.region005	bgcflow_GCF_10
436	JAUCFG010000002.1.region006	bgcflow_GCF_10
437	CP126688.1.region008	bgcflow_GCF_10
438	CP128137.1.region007	bgcflow_GCF_10
439	JAVIVY010000003.1.region007	bgcflow_GCF_10
440	CP126525.1.region007	bgcflow_GCF_10
441	CP128129.1.region007	bgcflow_GCF_10
442	JAVIVZ010000001.1.region003	bgcflow_GCF_10
443	JAUCFW010000007.1.region005	bgcflow_GCF_10
444	JAUCFS010000005.1.region006	bgcflow_GCF_10
445	JAUCFA010000002.1.region006	bgcflow_GCF_10
446	JAUCFH010000001.1.region006	bgcflow_GCF_10
447	CP126520.1.region007	bgcflow_GCF_10
448	JAVIVV010000002.1.region003	bgcflow_GCF_10
449	CP127194.1.region009	bgcflow_GCF_10
450	JAUCEM010000006.1.region001	bgcflow_GCF_10
451	CP126524.1.region007	bgcflow_GCF_10
452	CP128112.1.region007	bgcflow_GCF_10
453	JAUCFB010000001.1.region006	bgcflow_GCF_10
454	JAVIVQ010000001.1.region004	bgcflow_GCF_10
455	CP128107.1.region006	bgcflow_GCF_10
456	JAUCFN010000002.1.region007	bgcflow_GCF_10
457	CP128149.1.region008	bgcflow_GCF_10
458	CP128152.1.region007	bgcflow_GCF_10
459	CP126097.1.region005	bgcflow_GCF_11
460	JAUCET010000002.1.region007	bgcflow_GCF_11
461	JASNQX010000006.1.region005	bgcflow_GCF_11
462	JAUCFF010000009.1.region006	bgcflow_GCF_11
463	CP126091.1.region006	bgcflow_GCF_11
464	CP126104.1.region008	bgcflow_GCF_11
465	JAVIWA010000059.1.region002	bgcflow_GCF_11
466	JAUCFE010000008.1.region006	bgcflow_GCF_11
467	JAUCFD010000009.1.region005	bgcflow_GCF_11
468	JAUCFC010000003.1.region006	bgcflow_GCF_11
469	CP128116.1.region006	bgcflow_GCF_11
470	CP126105.1.region008	bgcflow_GCF_11
471	CP126100.1.region006	bgcflow_GCF_11
472	CP126530.1.region006	bgcflow_GCF_11
473	CP126094.1.region006	bgcflow_GCF_11
474	JAUCFX010000005.1.region003	bgcflow_GCF_11
475	JAVIVO010000001.1.region003	bgcflow_GCF_11
476	CP126083.1.region006	bgcflow_GCF_11
477	JAVIVU010000001.1.region004	bgcflow_GCF_11
478	JAUCFM010000004.1.region008	bgcflow_GCF_11
479	CP126082.1.region006	bgcflow_GCF_11
480	JAUCEQ010000002.1.region007	bgcflow_GCF_11
481	CP128183.1.region006	bgcflow_GCF_11
482	JAVIVO010000002.1.region001	bgcflow_GCF_12
483	JAUCFF010000009.1.region002	bgcflow_GCF_12
484	JAUCFX010000005.1.region011	bgcflow_GCF_12
485	CP126082.1.region001	bgcflow_GCF_12
486	CP126530.1.region001	bgcflow_GCF_12
487	CP126100.1.region001	bgcflow_GCF_12
488	BGC0000433	bgcflow_GCF_12
489	CP126105.1.region001	bgcflow_GCF_12
490	JAUCEQ010000002.1.region002	bgcflow_GCF_12
491	JAVIVV010000001.1.region002	bgcflow_GCF_12
492	CP128116.1.region001	bgcflow_GCF_12
493	CP128183.1.region002	bgcflow_GCF_12
494	CP126083.1.region001	bgcflow_GCF_12
495	JASNQX010000006.1.region012	bgcflow_GCF_12
496	JAUCET010000002.1.region002	bgcflow_GCF_12
497	CP126094.1.region001	bgcflow_GCF_12
498	JAUCFE010000008.1.region010	bgcflow_GCF_12
499	CP126104.1.region001	bgcflow_GCF_12
500	JAUCFM010000004.1.region001	bgcflow_GCF_12
501	JAUCFC010000003.1.region002	bgcflow_GCF_12
502	CP126097.1.region001	bgcflow_GCF_12
503	JAVIVU010000011.1.region001	bgcflow_GCF_12
504	CP126104.1.region006	bgcflow_GCF_13
505	JAVIVO010000001.1.region005	bgcflow_GCF_13
506	BGC0001089	bgcflow_GCF_13
507	JAUCEQ010000002.1.region005	bgcflow_GCF_13
508	JAUCFF010000009.1.region004	bgcflow_GCF_13
509	JASNQX010000006.1.region007	bgcflow_GCF_13
510	CP126083.1.region004	bgcflow_GCF_13
511	CP126100.1.region004	bgcflow_GCF_13
512	CP126105.1.region006	bgcflow_GCF_13
513	JAUCFM010000004.1.region006	bgcflow_GCF_13
514	CP126082.1.region004	bgcflow_GCF_13
515	JAVIVU010000001.1.region002	bgcflow_GCF_13
516	JAUCFE010000008.1.region008	bgcflow_GCF_13
517	JAUCFC010000003.1.region004	bgcflow_GCF_13
518	CP128116.1.region004	bgcflow_GCF_13
519	CP126094.1.region004	bgcflow_GCF_13
520	JAUCFX010000005.1.region005	bgcflow_GCF_13
521	CP126097.1.region003	bgcflow_GCF_13
522	CP126530.1.region004	bgcflow_GCF_13
523	JAUCET010000002.1.region005	bgcflow_GCF_13
524	CP128183.1.region004	bgcflow_GCF_13
525	JAVIVO010000001.1.region009	bgcflow_GCF_13
526	CP128114.1.region010	bgcflow_GCF_14
527	JAUCFJ010000002.1.region005	bgcflow_GCF_14
528	JAUCFD010000009.1.region008	bgcflow_GCF_14
529	CP126101.1.region007	bgcflow_GCF_14
530	CP126081.1.region012	bgcflow_GCF_14
531	CP126087.1.region012	bgcflow_GCF_14
532	CP128109.1.region009	bgcflow_GCF_14
533	CP126521.1.region012	bgcflow_GCF_14
