bigscape_edge_id,Clustername 1,Clustername 2,Raw distance,Squared similarity,Jaccard index,DSS index,Adjacency index,raw DSS non-anchor,raw DSS anchor,Non-anchor domains,Anchor domains,Combined group,Shared group
15,JAUCFC010000003.1.region009,JAUCFN010000002.1.region004,0.3737900555133819,0.3921388983726501,0.1666666716337204,0.6401476860046387,0.1800000071525573,0.3280393183231354,0.3757587671279907,10,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
16,CP128118.1.region009,JAUCEN010000002.1.region007,0.0657291188836097,0.8728621006011963,1.0,0.9322380423545836,1.0,0.067761979997158,0.0,14,0,NI-siderophore - NI-siderophore,NI-siderophore
17,BGC0001095,CP126104.1.region007,0.0143212517723441,0.9715626239776612,1.0,0.9852358102798462,1.0,0.0118353758007287,0.0157892573624849,35,25,betalactone.NRPS - transAT-PKS.betalactone.NRPS,
18,JAUCFL010000007.1.region013,JAUKNS010000004.1.region004,0.2647335231304168,0.5406168103218079,0.7647058963775635,0.737236499786377,0.625,0.2830516695976257,0.2100142538547516,52,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
19,CP128112.1.region004,CP128129.1.region004,0.1042323112487793,0.802399754524231,0.8775510191917419,0.8985928297042847,0.7678571343421936,0.127232551574707,0.0329699404537677,53,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
20,JAUCFF010000009.1.region005,JAVIVN010000001.1.region005,0.4858113527297973,0.2643899619579315,0.4799999892711639,0.5182700753211975,0.3333333432674408,0.3729217648506164,0.7809523940086365,11,1,betalactone - betalactone.NRPS,
21,JAUCET010000002.1.region010,JAUCFA010000002.1.region003,0.3735708892345428,0.3924134373664856,0.1914893686771392,0.6396211981773376,0.2040816396474838,0.3420494794845581,0.3704598844051361,11,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
22,CP126081.1.region012,JAVIVV010000002.1.region007,0.4770692586898803,0.2734565734863281,0.1956521719694137,0.5327913165092468,0.2083333283662796,0.516741156578064,0.4350126385688782,13,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
23,JASNQX010000006.1.region002,JAUCET010000002.1.region010,0.3030089139938354,0.485796570777893,0.8695651888847351,0.69375079870224,0.7678571343421936,0.3027901351451874,0.3154156804084778,53,5,NRP-metallophore.NRPS - RiPP-like.NRP-metallophore.NRPS,
24,CP126096.1.region009,JAUCEO010000003.1.region009,0.1786738783121109,0.6745765805244446,0.8139534592628479,0.8239933252334595,0.695652186870575,0.1816480308771133,0.1195928752422332,40,1,betalactone - betalactone,betalactone
25,CP126524.1.region005,CP128137.1.region005,0.1222928762435913,0.7703697681427002,0.9200000166893004,0.8780485987663269,0.8399999737739563,0.1354117691516876,0.0445544570684433,23,1,betalactone - betalactone,betalactone
26,CP126086.1.region009,CP128114.1.region009,0.1761102229356765,0.6787943840026855,0.8571428656578064,0.8234504461288452,0.8285714387893677,0.1928475201129913,0.0339425578713417,35,1,betalactone - betalactone,betalactone
27,CP128153.1.region002,JAUCFN010000002.1.region003,0.4425199627876282,0.3107839822769165,0.6666666865348816,0.5599185824394226,0.3846153914928436,0.4868885576725006,0.2879581153392792,13,1,NI-siderophore - NI-siderophore,NI-siderophore
28,CP126087.1.region010,CP126096.1.region009,0.1173115670680999,0.7791388630867004,0.8999999761581421,0.8835275769233704,0.8333333134651184,0.1177788749337196,0.104060910642147,38,1,betalactone - betalactone,betalactone
29,CP128129.1.region003,CP128153.1.region002,0.2643329799175262,0.5412059426307678,0.6666666865348816,0.74361652135849,0.3846153914928436,0.2249920219182968,0.3270142078399658,9,1,NI-siderophore - NI-siderophore,NI-siderophore
30,CP126087.1.region012,JAUCEM010000006.1.region007,0.47475266456604,0.275884747505188,0.2093023210763931,0.5347524285316467,0.2222222238779068,0.512321949005127,0.4346491992473602,13,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
31,JAUCEO010000003.1.region004,JAVIWA010000001.1.region003,0.3765378296375274,0.3887051045894623,0.4615384638309479,0.6284701228141785,0.4615384638309479,0.3715298771858215,0.0,9,0,NI-siderophore - NI-siderophore.terpene,
32,CP128166.1.region001,JAVIVQ010000001.1.region008,0.2166156321763992,0.6136910915374756,0.9090909361839294,0.7796840071678162,0.8999999761581421,0.1884155869483947,0.3160173296928406,12,1,NI-siderophore - NI-siderophore,NI-siderophore
33,CP126097.1.region007,CP126104.1.region012,0.2901228070259094,0.503925621509552,0.8260869383811951,0.707660973072052,0.7592592835426331,0.2798174917697906,0.3223907351493835,48,5,NRP-metallophore.NRPS - RiPP-like.NRP-metallophore.NRPS,
34,JAUCFF010000009.1.region005,JAVIVP010000001.1.region005,0.3647064864635467,0.4035978615283966,0.4799999892711639,0.6405431628227234,0.4583333432674408,0.3371049463748932,0.420924574136734,11,1,betalactone - betalactone.NRPS,
35,CP126524.1.region005,CP128152.1.region004,0.1798674017190933,0.672617495059967,0.7777777910232544,0.8242244124412537,0.6428571343421936,0.2007351517677307,0.0322580635547637,23,1,betalactone - betalactone,betalactone
36,CP128137.1.region005,JAUCFS010000005.1.region005,0.2707239687442779,0.5318435430526733,0.6875,0.7347286343574524,0.4857142865657806,0.2996224761009216,0.0248138960450887,28,1,betalactone - betalactone,betalactone
37,JAUCEW010000003.1.region009,JAUCFO010000001.1.region001,0.0628134757280349,0.8783186078071594,1.0,0.935243844985962,1.0,0.0647561624646186,0.0,14,0,NI-siderophore - NI-siderophore,NI-siderophore
38,CP128152.1.region004,JAUCFU010000008.1.region003,0.2178466022014618,0.6117639541625977,0.5862069129943848,0.7896355986595154,0.517241358757019,0.2359843105077743,0.0886699482798576,19,1,betalactone - betalactone,betalactone
39,CP128149.1.region003,JAUCEM010000006.1.region006,0.1811093091964721,0.6705819368362427,0.7692307829856873,0.8235986232757568,0.6153846383094788,0.1402924060821533,0.2757009267807007,11,1,NI-siderophore - NI-siderophore,NI-siderophore
40,CP128112.1.region004,JAVIVN010000001.1.region006,0.1712616086006164,0.6868073344230652,0.8367347121238708,0.831384003162384,0.6964285969734192,0.1970819383859634,0.0960278883576393,51,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
41,CP126090.1.region006,JAUCEN010000002.1.region001,0.3996872901916504,0.3603753447532654,0.52173912525177,0.603191077709198,0.5,0.3804676234722137,0.4417475759983063,11,1,betalactone - betalactone,betalactone
42,CP126104.1.region012,JAUCFN010000002.1.region004,0.4145734310150146,0.3427242934703827,0.1666666716337204,0.5981029868125916,0.1800000071525573,0.4226273596286773,0.3904953002929687,11,5,NRP-metallophore.NRPS - RiPP-like.NRP-metallophore.NRPS,
43,CP126530.1.region008,JAUCEQ010000002.1.region010,0.1079160273075103,0.795813798904419,0.9795918464660645,0.8900232315063477,0.948275864124298,0.1025309413671493,0.1315696686506271,58,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
44,CP126106.1.region004,JAUCEV010000001.1.region001,0.0951374173164367,0.8187763094902039,1.0,0.9026838541030884,0.9629629850387572,0.096157893538475,0.1051344722509384,27,1,betalactone - betalactone,betalactone
45,CP126530.1.region005,JAVIVQ010000001.1.region006,0.4823414981365204,0.267970323562622,0.4799999892711639,0.5215829014778137,0.3461538553237915,0.3668586313724518,0.7852028608322144,11,1,betalactone - betalactone.NRPS,
46,CP127194.1.region007,JAVIVY010000003.1.region005,0.1070658266544342,0.7973314523696899,0.8666666746139526,0.8963183760643005,0.7419354915618896,0.1146698966622352,0.0322580635547637,26,1,betalactone - betalactone,betalactone
47,CP128166.1.region006,JAUCFB010000001.1.region005,0.1502412259578704,0.722089946269989,0.75,0.856624186038971,0.5666666626930237,0.161869540810585,0.0370370373129844,23,1,betalactone - betalactone,betalactone
48,CP126081.1.region006,CP126112.1.region002,0.4390668272972107,0.3146460056304931,0.5,0.5636767745018005,0.4583333432674408,0.435163140296936,0.4398034512996673,12,1,betalactone - betalactone,betalactone
49,CP126086.1.region009,JAVIVR010000002.1.region002,0.1792031079530716,0.6737075448036194,0.8571428656578064,0.8202618956565857,0.8285714387893677,0.1925816088914871,0.0673575103282928,35,1,betalactone - betalactone,betalactone
50,CP128153.1.region002,JAUCFH010000001.1.region003,0.4349768757820129,0.3192511200904846,0.6666666865348816,0.5676950216293335,0.3846153914928436,0.4670915305614471,0.3192488253116607,13,1,NI-siderophore - NI-siderophore,NI-siderophore
51,CP126590.1.region006,JAUCFA010000002.1.region005,0.1702839583158493,0.6884286999702454,0.75,0.8338996767997742,0.6666666865348816,0.1928687393665313,0.0322580635547637,20,1,betalactone - betalactone,betalactone
52,CP126094.1.region008,JAVIVO010000016.1.region002,0.3162274062633514,0.4675449430942535,0.8260869383811951,0.6810336112976074,0.7454545497894287,0.3179914653301239,0.3214523792266845,51,5,NRP-metallophore.NRPS - RiPP-like.NRP-metallophore.NRPS,
53,JAUCEW010000003.1.region003,JAUCFO010000001.1.region008,0.0947834849357605,0.8194169402122498,0.9200000166893004,0.9064087867736816,0.8399999737739563,0.0929008349776268,0.0975609719753265,23,1,betalactone - betalactone,betalactone
54,BGC0001095,CP126094.1.region005,0.3537347614765167,0.4176587462425232,1.0,0.6353249549865723,1.0,0.3323791325092315,0.3759785890579223,35,25,betalactone.NRPS - betalactone.NRPS,betalactone.NRPS
55,CP126081.1.region012,CP126099.1.region004,0.4931022226810455,0.2569453418254852,0.1956521719694137,0.5163501501083374,0.2040816396474838,0.5545651316642761,0.4340091943740845,14,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
56,CP126104.1.region007,JAUCFK010000007.1.region004,0.3760060667991638,0.3893684148788452,0.4615384638309479,0.6294624209403992,0.4399999976158142,0.3536155521869659,0.4170731604099273,11,1,betalactone - transAT-PKS.betalactone.NRPS,
57,CP128152.1.region002,JAUCFH010000001.1.region003,0.2063208669424057,0.6299265623092651,0.9090909361839294,0.7902971506118774,0.8999999761581421,0.1985227465629577,0.2432432472705841,12,1,NI-siderophore - NI-siderophore,NI-siderophore
58,CP126099.1.region004,CP128119.1.region004,0.4954102635383606,0.2546108067035675,0.4888888895511627,0.5069080591201782,0.4000000059604645,0.5881361365318298,0.2744902670383453,46,5,NRP-metallophore.NRPS - betalactone.NRP-metallophore.NRPS,
59,CP128129.1.region005,JAUCFN010000002.1.region005,0.2014934122562408,0.6376127600669861,0.8064516186714172,0.8017678260803223,0.6363636255264282,0.2124416977167129,0.0987654328346252,28,1,betalactone - betalactone,betalactone
60,JAUCFE010000008.1.region001,JAUCFX010000005.1.region012,0.3132727146148681,0.4715943932533264,0.7804877758026123,0.6864548325538635,0.6530612111091614,0.3135451674461365,0.0,43,0,other - other,other
61,CP126098.1.region009,JAUCEN010000002.1.region007,0.0608459673821926,0.882010281085968,1.0,0.9372721910476683,1.0,0.0627278015017509,0.0,14,0,NI-siderophore - NI-siderophore,NI-siderophore
62,CP126520.1.region003,CP126590.1.region003,0.0902261137962341,0.8276885151863098,1.0,0.9069833755493164,1.0,0.0840635523200035,0.12435232847929,14,1,NI-siderophore - NI-siderophore,NI-siderophore
63,CP126089.1.region008,CP126098.1.region009,0.011929283849895,0.9762837290763856,1.0,0.9877017736434937,1.0,0.0122982310131192,0.0,14,0,NI-siderophore - NI-siderophore,NI-siderophore
64,CP126083.1.region005,CP126106.1.region004,0.4008468091487884,0.3589845597743988,0.4615384638309479,0.6045254468917847,0.4074074029922485,0.3925133049488067,0.4043583571910858,12,1,betalactone - betalactone.NRPS,
65,CP128152.1.region004,JAUCFW010000007.1.region004,0.3747406899929046,0.3909492194652557,0.5161290168762207,0.6317786574363708,0.3636363744735718,0.4239526689052582,0.0199004970490932,25,1,betalactone - betalactone,betalactone
66,JAUCEM010000006.1.region009,JAUCFW010000007.1.region004,0.2396340519189834,0.5781563520431519,0.7333333492279053,0.7647243738174438,0.5625,0.2660774886608124,0.027363184839487,27,1,betalactone - betalactone,betalactone
67,CP126087.1.region010,CP126521.1.region009,0.0906343311071395,0.8269459009170532,0.9268292784690856,0.90971440076828,0.8837209343910217,0.0932656452059745,0.0597402602434158,41,1,betalactone - betalactone,betalactone
68,CP126524.1.region004,CP128152.1.region003,0.1026086881756782,0.8053111433982849,0.9545454382896424,0.897263765335083,0.875,0.1093102917075157,0.0872871801257133,47,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
69,CP126106.1.region012,JAUCFI010000003.1.region008,0.0397136583924293,0.9221498370170592,1.0,0.9590581059455872,1.0,0.0409419164061546,0.0,15,0,NI-siderophore - NI-siderophore,NI-siderophore
70,CP128107.1.region005,CP128112.1.region006,0.1874627619981765,0.660216748714447,0.7200000286102295,0.8183492422103882,0.5769230723381042,0.214360311627388,0.0099255582317709,21,1,betalactone - betalactone,betalactone
71,BGC0001095,CP126521.1.region006,0.3265056908130646,0.4535945951938629,0.5652173757553101,0.6777395606040955,0.52173912525177,0.3098762035369873,0.359413206577301,12,1,betalactone - betalactone.NRPS,
72,CP126085.1.region003,CP126112.1.region002,0.1117437332868576,0.7889991998672485,0.959999978542328,0.8883846998214722,0.8461538553237915,0.114498347043991,0.0935960561037063,25,1,betalactone - betalactone,betalactone
73,CP128119.1.region006,JAUCFJ010000002.1.region001,0.473096489906311,0.2776272892951965,0.4761904776096344,0.5307926535606384,0.3636363744735718,0.4692073464393616,0.0,12,0,betalactone - betalactone,betalactone
74,CP126086.1.region005,CP128114.1.region005,0.1110143512487411,0.7902954816818237,0.9473684430122375,0.8889718055725098,0.8604651093482971,0.1027135923504829,0.1546798050403595,42,2,betalactone - betalactone,betalactone
75,CP128137.1.region005,JAUCFW010000007.1.region004,0.2359447032213211,0.5837805271148682,0.7333333492279053,0.7685278058052063,0.5625,0.2617206275463104,0.0272952858358621,27,1,betalactone - betalactone,betalactone
76,BGC0002683,JAVIWA010000001.1.region003,0.4998692274093628,0.2501308023929596,0.5,0.5025138854980469,0.3846153914928436,0.4974861145019531,0.0,9,0,NI-siderophore - siderophore,
77,CP126081.1.region006,CP126092.1.region003,0.4018141627311706,0.357826292514801,0.4799999892711639,0.6022878289222717,0.4583333432674408,0.384966492652893,0.4327628314495086,11,1,betalactone - betalactone,betalactone
78,CP126090.1.region012,JAVIVY010000003.1.region003,0.4952878952026367,0.2547343075275421,0.1702127605676651,0.5147799253463745,0.183673471212387,0.5601903796195984,0.4364894032478332,13,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
79,CP128168.1.region003,JAUCFY010000002.1.region002,0.4920169711112976,0.2580467760562897,0.75,0.5004979968070984,0.75,0.499502032995224,0.0,10,0,NI-siderophore - NI-siderophore,NI-siderophore
80,CP126100.1.region005,CP126105.1.region007,0.4056487381458282,0.353253424167633,0.5777778029441833,0.5958610773086548,0.529411792755127,0.4691850841045379,0.3664121627807617,58,25,betalactone.NRPS - transAT-PKS.betalactone.NRPS,
81,CP128129.1.region005,JAUCFH010000001.1.region005,0.3362394273281097,0.4405781030654907,0.5517241358757019,0.6696666479110718,0.4333333373069763,0.3834671676158905,0.0248138960450887,23,1,betalactone - betalactone,betalactone
82,CP126099.1.region004,CP128166.1.region008,0.1644852608442306,0.6980848908424377,0.8510638475418091,0.8367211222648621,0.7692307829856873,0.1849126517772674,0.1102761551737785,49,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
83,CP126515.1.region005,JAVIVN010000001.1.region005,0.1569146513938903,0.7107928991317749,0.7857142686843872,0.8473142981529236,0.6666666865348816,0.1723629385232925,0.0297029707580804,25,1,betalactone - betalactone,betalactone
84,CP128183.1.region008,JAUCEM010000006.1.region007,0.3789575397968292,0.38569375872612,0.2093023210763931,0.6335102915763855,0.2222222238779068,0.3491763174533844,0.3760120570659637,11,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
85,CP126104.1.region012,JAUCFF010000009.1.region009,0.3245613276958465,0.4562174081802368,0.8260869383811951,0.672157347202301,0.7592592835426331,0.3294788002967834,0.3235886991024017,52,5,NRP-metallophore.NRPS - RiPP-like.NRP-metallophore.NRPS,
86,CP126099.1.region003,CP126525.1.region003,0.1191037222743034,0.7759782671928406,1.0,0.877212643623352,1.0,0.0910280272364616,0.2339449524879455,14,1,NI-siderophore - NI-siderophore,NI-siderophore
87,JAUCEM010000006.1.region009,JAVIVQ010000001.1.region006,0.0901583358645439,0.8278118371963501,0.800000011920929,0.914888322353363,0.7200000286102295,0.0956824123859405,0.0322580635547637,20,1,betalactone - betalactone,betalactone
88,JAUCEM010000006.1.region009,JAUCFB010000001.1.region005,0.1071455329656601,0.7971891164779663,0.8999999761581421,0.8940080404281616,0.8333333134651184,0.1118179261684417,0.0666666701436042,27,1,betalactone - betalactone,betalactone
89,CP126100.1.region005,CP126106.1.region004,0.4281124770641327,0.3270553350448608,0.4615384638309479,0.5764164924621582,0.4074074029922485,0.4332240223884582,0.3922518193721771,13,1,betalactone - betalactone.NRPS,
90,CP128152.1.region004,JAVIVV010000002.1.region005,0.1998981088399887,0.6401630640029907,0.7428571581840515,0.8049293160438538,0.5945945978164673,0.2174316942691803,0.027363184839487,30,1,betalactone - betalactone,betalactone
91,JAUCEM010000006.1.region009,JAVIVV010000002.1.region005,0.1638048142194748,0.6992223858833313,0.8387096524238586,0.8385908007621765,0.71875,0.1819253861904144,0.0075376885943114,30,1,betalactone - betalactone,betalactone
92,CP126081.1.region006,JAUCFO010000001.1.region008,0.4002723693847656,0.3596732318401336,0.5,0.6032602190971375,0.47826087474823,0.3807622492313385,0.4406779706478119,11,1,betalactone - betalactone,betalactone
93,CP128119.1.region006,JAUCEN010000002.1.region001,0.4096729457378387,0.3484860360622406,0.4347825944423675,0.5969306230545044,0.3478260934352875,0.4030693471431732,0.0,11,0,betalactone - betalactone,betalactone
94,CP126088.1.region004,CP126091.1.region003,0.4478735029697418,0.3048436939716339,0.5,0.5537386536598206,0.5,0.4462613463401794,0.0,8,0,NI-siderophore - NI-siderophore,NI-siderophore
95,CP126089.1.region008,CP126092.1.region009,0.1037484481930732,0.8032668232917786,0.9166666865348816,0.8954879641532898,0.9230769276618958,0.1045120134949684,0.0,15,0,NI-siderophore - NI-siderophore,NI-siderophore
96,CP126098.1.region009,CP128114.1.region004,0.3909384310245514,0.3709560036659241,0.4615384638309479,0.6136241555213928,0.4615384638309479,0.3863758444786072,0.0,8,0,NI-siderophore - NI-siderophore.terpene,
97,CP128137.1.region005,JAVIVQ010000001.1.region006,0.1243169829249382,0.7668207287788391,0.8846153616905212,0.8783732652664185,0.7407407164573669,0.1350306272506714,0.0445544570684433,23,1,betalactone - betalactone,betalactone
98,CP126590.1.region006,JAVIVN010000001.1.region005,0.1601696610450744,0.7053149938583374,0.75,0.8467655777931213,0.5483871102333069,0.1734267324209213,0.0371287129819393,23,1,betalactone - betalactone,betalactone
99,CP126520.1.region004,JAVIVV010000002.1.region007,0.1038233265280723,0.8031326532363892,0.8888888955116272,0.8993668556213379,0.7450980544090271,0.1233873590826988,0.0482985451817512,46,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
100,JAUCFO010000001.1.region008,JAUCFQ010000001.1.region008,0.019223203882575,0.961923122406006,1.0,0.9801822900772096,1.0,0.0057257604785263,0.0973236039280891,22,1,betalactone - betalactone,betalactone
101,CP126104.1.region007,CP126521.1.region006,0.4888058304786682,0.261319488286972,0.3611111044883728,0.5169373154640198,0.3076923191547394,0.3620510101318359,0.6797065734863281,13,2,betalactone - transAT-PKS.betalactone.NRPS,
102,CP128129.1.region004,JAUCEM010000006.1.region007,0.1360450983047485,0.7464180588722229,0.782608687877655,0.8691256642341614,0.6538461446762085,0.1430410146713256,0.1053243428468704,42,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
103,CP126086.1.region004,JAUCES010000005.1.region004,0.4983808696269989,0.2516217529773712,0.5454545617103577,0.5029188394546509,0.4166666567325592,0.4970811903476715,0.0,10,0,NI-siderophore - NI-siderophore.terpene,
104,JAUCFA010000002.1.region005,JAUCFS010000005.1.region005,0.1657333821058273,0.6960007548332214,0.8260869383811951,0.8378065824508667,0.6666666865348816,0.1897788494825363,0.0173697266727685,21,1,betalactone - betalactone,betalactone
105,CP126096.1.region004,JAVIVR010000001.1.region001,0.0950723737478256,0.8188940286636353,1.0,0.9019872546195984,1.0,0.1031269282102584,0.0634920671582222,27,1,NI-siderophore.terpene - NI-siderophore.terpene,NI-siderophore.terpene
106,JAUCEM010000006.1.region007,JAUCFA010000002.1.region003,0.1944774091243744,0.6488666534423828,0.782608687877655,0.8095295429229736,0.6226415038108826,0.2273584753274917,0.105627991259098,46,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
107,CP126520.1.region003,CP128129.1.region003,0.3048638999462127,0.4832141697406769,0.7692307829856873,0.6932410001754761,0.75,0.3216530978679657,0.2546296417713165,14,1,NI-siderophore - NI-siderophore,NI-siderophore
108,CP126106.1.region012,JAUCEY010000008.1.region001,0.250718355178833,0.5614230036735535,0.9090909361839294,0.7459011077880859,0.8333333134651184,0.254098892211914,0.0,14,0,NI-siderophore - NI-siderophore,NI-siderophore
109,CP126524.1.region004,CP126590.1.region004,0.0942330583930015,0.8204137682914734,0.9111111164093018,0.9078925848007202,0.800000011920929,0.1105788648128509,0.0486994385719299,47,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
110,CP126091.1.region003,CP128109.1.region004,0.4350270330905914,0.3191944360733032,0.6000000238418579,0.5638896226882935,0.6000000238418579,0.4361103475093841,0.0,10,0,NI-siderophore - NI-siderophore.terpene,
111,CP126091.1.region010,JAUCFD010000009.1.region008,0.106281392276287,0.7987329363822937,0.9200000166893004,0.8951836228370667,0.8095238208770752,0.1102158576250076,0.088887833058834,59,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
112,JAUCFF010000009.1.region009,JAUKNS010000004.1.region004,0.4693733751773834,0.2815646231174469,0.2083333283662796,0.5407662987709045,0.2000000029802322,0.4996282458305359,0.430957555770874,14,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
113,JAUCEQ010000002.1.region010,JAVIVQ010000001.1.region007,0.3723026216030121,0.3940040171146393,0.1818181872367859,0.6412022113800049,0.1956521719694137,0.3341935873031616,0.3710998594760895,10,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
114,CP126081.1.region012,CP126520.1.region004,0.4819456338882446,0.2683803141117096,0.1860465109348297,0.5280349254608154,0.2000000029802322,0.5260315537452698,0.439525157213211,12,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
115,CP126524.1.region005,JAUCFW010000007.1.region004,0.2691486179828644,0.5341437458992004,0.7083333134651184,0.7346062064170837,0.5600000023841858,0.3091355860233307,0.0248138960450887,22,1,betalactone - betalactone,betalactone
116,CP126086.1.region004,JAUCEO010000003.1.region004,0.0959515869617462,0.8173035383224487,1.0,0.901080846786499,1.0,0.1041676178574562,0.0634920671582222,27,1,NI-siderophore.terpene - NI-siderophore.terpene,NI-siderophore.terpene
117,CP126520.1.region004,CP126524.1.region004,0.0083906324580311,0.983289122581482,0.9772727489471436,0.992900252342224,0.936170220375061,0.0035456742625683,0.0152741456404328,46,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
118,JAUCFE010000008.1.region004,JAVIVY010000003.1.region003,0.3774355053901672,0.3875865340232849,0.1702127605676651,0.6362771987915039,0.183673471212387,0.3388421535491943,0.376163125038147,10,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
119,CP126091.1.region010,CP128112.1.region004,0.4338273108005523,0.3205515146255493,0.2083333283662796,0.5776451230049133,0.1886792480945587,0.4515270888805389,0.4033929407596588,13,5,NRP-metallophore.NRPS - NRP-metallophore.NRPS,NRP-metallophore.NRPS
